"No DESIGNATION","COMMENTAIRE DE SIG","CODE RELEVE","COMMENTAIRE","BLOC NOTE","COMMLITIGEPIDI"
"298301714","","DMS","Pm complete ND j757757 /DMS/#PTO_existante#-#Malfa on PLP non detect e#-/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"223309974","","DMS","/DMS/#PTO_non existante#/PTO pose a la demande de l abonne ok Installation ok passage de cable immeuble ok Ont ok Code de decharge : J741656/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"223077591","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Pb 1272 tube bleue tiret 1 fibre bleue au 2eme tages FI-8918-3831 Decharge J776375 plp immeubles delc ok branchement de la jarreti re au pm installation conforme appartement cliente 202au 2 me tages /DAE OK/","23/04/2023#ContactClient#","\"
"298252285","","DMS","Plp complete ND j814187 /DMS/#PTO_existante#-#Malfa on PLP non detect e#-/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ LO Rdv repris le 05 mai a 13h\"
"299191098","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/PLP confirme Delc ok Aucune malfa on d tecte Decharge j827419 PB 372 tube rouge fibre jaune /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"298072643","","ORT","Decharge: Fk086MO pas de signal entre PB et PM pose jrt PM branchement PB pose cable 1fo pose PTO. -17 cote opt au PM pas de signal au PB tester toutes les fibres","","\\"
"297892153","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Pto existante Brassage au niveau du pm Ont ok alizee.caraes@gmail.com/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"299002638","","DMS","/DMS/#PTO_non existante#/Installation aerien complete complexe ok PTO pos dans le salon a la demande de client /DAE OK/","","\"
"223309981","","DMS","/DMS/#PTO_non existante#/Passage de c cble en guenne technique Photo inserer dans crioc /DAE OK/","","\"
"298194489","","DMS","/DMS/#PTO_non existante#/DAE OK/ Technicien issam intervention aerienne CLEINT ok ont ok","","\"
"297678925","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/PLP OK/DAE OK/","","\"
"298748401","","TVC","/TVC/#Le client a des travaux a faire mais ne souhaite pas les realiser#--/Gaine bouchee entre regard et maison ADSL ne bouge pas /DAE NA/Non ligible au DAE","","\\\\"
"298492330","","DMS","/DMS/#PTO_non existante#/1 fo blanc 30m Dechets fibre dans gaine technique voir photo /DAE OK/","","\"
"229005502","","DMS","/DMS/#PTO_existante#-#Malfa on PLP detect e#-#Cheminement#-/PB 621 tube Rouge fibre jaune Num ro d charge : J791760 Position PM droite Slot 1 K10/DAE OK/","","\\$GM$ LO Obtenu clt le 02/05 au 0652524111   repris rdv le 04/05 a partir de 08h $APIL$\"
"299003924","","DMS","/DMS/#PTO_non existante#/Racc aerien ok Pto salon Tout est ok  4 poteaux 150m/DAE OK/","","\"
"297706735","","DMS","/DMS/#PTO_non existante#/Installation FTTH pavillon en aerien sur 60 m ok /DAE OK/","","\"
"298532230","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Mise en service /DAE OK/","","\"
"299282653","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/Mise en service OK Decharge J744979/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"299142799","","DMS","/DMS/#PTO_existante#-#Malfacon PLP detectee#-#Cheminement#-/PTO existante plp Ont ok Code de decharge : J720037/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"223447696","","DMS","/DMS/#PTO_non existante#/PTO pose a la demande de l abonne ok Installation ok passage de cable immeuble ok Ont ok Code de decharge : J837090/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\Lo\\Obtenu clt au 0771039956   le 02/05 repris rdv le 09/05 a  partir 10h00 $APEP$  /GEM/#LITIGE: AB-Client absent#/Client prevenu du retard ce matin. Appel a 9h57 pour pr  venir de mon arriv  e mais Client n'  tait plus sur place /DAE NA/Non   ligible au DAE\"
"297811248","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/Pto existante Brassage au niveau de pm Ont ok/DAE OK/","","\"
"297450712","","RMF","Suite a plusieurs relances aucun retour de la part du clt  laisse mevo le 09/05 clt doit recontacter son operateur $APIL$","","\\\"
"299202895","","DMS","/DMS/#PTO_non existante#/Facade 40m Delc ok 1 percement /DAE OK/","","\"
"299558821","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/Plp immeubles delc ok branchement de la jarretiere au pm installation conforme /DAE OK/","","\"
"297679510","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/PLP OK /DAE OK/","","\"
"298252680","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Branchement jartiere pm /DAE OK/","","\"
"299003715","","DMS","/DMS/#PTO_non existante#/Raccordement ok passage de cable en aerien ok test delc ok beug sur mboi pas acces au arrive sur site/DAE OK/","","\"
"296058379","","DMS","/DMS/#PTO_non existante#/Pavillon aerien 160m/DAE OK/","","\\$gm$msg rep client pour fixer rdv//\$gm$obtenu client sur son tel le 05/05 rdv repris le 11/05 matin heure a confimer avec le client//\"
"299003837","","DMS","/DMS/#PTO_non existante#/Passage de c cble en souterrain Photo inserer dans crioc /DAE OK/","","\"
"299003959","","TVC","/TVC/#Le client a des travaux a faire mais ne souhaite pas les realiser#---/Client annule sa commande /DAE NA/Non eligible au DAE","","\\"
"299193079","","DMS","/DMS/#PTO_non existante#/Installation conforme passage de c cbles en apparent tout est fonctionnel chez le client /DAE OK/","","\"
"299888752","","DMS","/DMS/#PTO_non existante#/Passage du c cble en immeuble Test Delc ok /DAE OK/","","\$GM$ Obtenu M. Vingtrois au 0666034248 le 04/05 a 14h03   repris RDV le 9/05 entre 10h   14h / $APTE$\"
"223463105","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/DAE OK/","","\\$GM$ CP  laisse  mevo  au 06  le  07/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: MC-Non accessibilite en autonomie au PM en immeuble#/Pas acces au local ou se trouve le pm la cliente reprendra rendez-vous une fois qu'elle aura les cl  s /DAE NA/Non   ligible au DAE\$GM$ // Cliente obtenue au  0631621398 le 17/04 a 17:24 pour reprise de rdv pour le 29/04 a partir de 10:00 ^$APJB$\"
"223513205","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APJC$ $GM$ Laisse mevo au 0671979968le 04/4 a pour reprendre nouveau RDV des TVC fini / $APSP$ Le client passer une gene de nouveau garage vers pto","","\\$GM$ Laisse mevo au  0671979968le 04/4  a pour reprendre nouveau RDV des TVC fini / $APSP$ Le client passer une gene de nouveau garage vers pto \\"
"296875828","","DMS","/DMS/#PTO_non existante#/Passage de c cble aerosouterrain pose pto coffret Telecom au choix du client brassage pm test ok /DAE OK/","","\\/$GM$ CP  laisse  mevo  au  0789492119 le  25/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   GEM/#LITIGE: CP-Travaux sur conduite privative#/Fourreau bouche partie privative le client souhaite r  aliser les travaux il contactera orange a l'issue des travaux pour reprendre rdv/DAE NA/Non   ligible au DAE\$GM$ RV// Obtenu client au 0789492119 le 27/04  a 10:38  RDV repris pour le 05/05 a partir de 14:00  $APHB$\$GM$ Obtenu clt le 28/04 au  0789492119  anticipe rdv au 29/04 a partir de 14h $APIL$\"
"223077228","","DMS","Pb 999565 Tube bleu Fibre rouge DECHARGE: A653836/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/Simon ok. Plp ok. Pto tableau elec. Test ok./DAE OK/","","\\ $GM$ LO Un rdv a ete repris par le technicien pour le 29/04  a 15H $APAF$  Rendez-vous repris avec Le client 29/04\"
"223087804","","DMS","/DMS/#PTO_non existante#/Racc aerien ok Pto salon Tout est ok 50 m/DAE KO/Aucun voisin ko","","\\$GM$ LO Obtenu clt le 02/05 au 0608700547   repris rdv le 05/05 a partir de 14h $APIL$\"
"296500361","","DMS","/DMS/#PTO_non existante#/Maison individuelle c cble aerien 300m 1fo pmz ok /DAE OK/","","\\$GM$ TC a reprendre Laisse MEVO au  27/04  pour reprendre nouveau RDV des TVC fini $APle$  Le client doit passer une gaine car longere renovee  le recontacter mercredi 3 pour faire un point \$gm$obtenu cliente le 02/05 rdv repris le 10/05 10h/12h/ travaux ok\"
"299783284","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp immeuble. Installation conforme. Delc ok. Passage de la jarretiere au PMZ./DAE OK/","","\"
"297679575","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Installation appartement FTTH d ja existante ok/DAE OK/","#ContactClient 0686952939 #ContactClient 0686952939#ContactClient 0686952939 ","\\$GM$ LO a reprendre Obtenu clt le 28/04  a   CLIENT VEUT ETRE RAPPELER\$GM$ Obtenu clt le 03/05 au 0686952939 repris rdv le 09/05 a partir de 15h $APIL$\$GM$ Obtenu clt le 05/05 au  0608905855 repris rdv le 08/05 a partir de 14h $APIL$\"
"298936924","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/PLP D TECTE /DAE OK/","","\"
"299089112","","","","",""
"223447331","","DMS","/DMS/#PTO_non existante#/Raccordement soutirain ok prise pose dans le sejour Pm ok Pbo ok Ro ok/DAE OK/","","\"
"296553108","","DMS","/DMS/#PTO_non existante#/Pavillon aero pose pto ont test OK installation conforme /DAE OK/","","\\$GM$  Obtenu client  au  0686975348a   le 18/04 a   repris RDV le 11/05 de a partir de 11h / $APSP$* Travaux charge du client il doit elaguer des arbres (partie prive ) parce que ca  est impossible de faire le passage de cables sont elagage il va rappeler pour avoir un autre rendez-vous \"
"223447341","","ANN","/ANN-CLI//ANN//Client annule sa commande /DAE NA/Non eligible au DAE la cliente souhaite ADSL","","\\"
"223447344","","DMS","/DMS/#PTO_non existante#/Passage du c cble en souterrain puis Passage du c cble dans le salon a la demande du client /DAE OK/","","\\$GM$ Laisse MEVO au  0781327418.. le 25/04 a   pour reprendre nouveau RDV / $APSP$\$GM$ / Cliente obtenue au 0679962099 le 27/04 a 16:52 pour reprise de rdv pour le 03/05 A PARTIR DE 10:00 $APJB$\"
"223447345","","DMS","/DMS/#PTO_non existante#/Racc sout ok Pbo ok Pm ok ro ok Pto dans le garrage conforme a la demande du client /DAE OK/","","\"
"298201534","","DMS","/DMS/#PTO_non existante#/Poser cable aerien Delc ok/DAE OK/","","\\$GM$ Le tech a repris rdv avec le client pour le 04/05 a partir de 08H $APAF$  Repris rdv pour jeudi a 8h \"
"223447346","","DMS","/DMS/#PTO_non existante#/Racc soutirain ok prise pose dans le bereu Pm ok Pbo ok Ro ok/DAE OK/","","\"
"297136347","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/PLP ok/DAE OK/","","\"
"299282657","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Raccordement plp a jour hotline orange OK test DelC ok installation produit par Sfr plp ok /DAE OK/","","\"
"298096230","","DMS","/DMS/#PTO_non existante#/Tout fonctionne bien chez le client /DAE OK/","","\\$GM$ INTERVENTION EN COURS\$GM$ INTERVENTION EN COURS \"
"298902182","","","","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.",""
"299771536","","DMS","/DMS/#PTO_non existante#/Installation complete Immeuble ok/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"298201537","","","","",""
"299202607","","DMS","/DMS/#PTO_non existante#/Ont ok pto ok test ok 60m fa ade /DAE OK/","","\"
"296941780","","DMS","/DMS/#PTO_non existante#/DAE OK/","","\"
"297403649","","DMS","/DMS/#PTO_non existante#/Installation FTTH pavillon en aerien sur 60 m PB 350 tube vert fibre jaune FI-1993-7623 Num ro d  change J757101 Mutation c t op rateur N01 Num ro d  change J758462/DAE OK/","","\"
"296146378","","DMS","/DMS/#PTO_non existante#/Pavillon aerien 140m/DAE OK/","","\\$gm$laisse mevo pour fixer rdv//\$gm$obtenu cliente sur son tel le 04/05 rdv repris le 11/05 13h/ pas dispo avant//\"
"296147104","","DMS","/DMS/#PTO_non existante#/Pavillon aerien 150m /DAE OK/","","\"
"297266747","","DMS","Installation airien pto pose dans Salon tout fonctionne chez le client","","\\$GM$ Le tech a repris rdv avec le client pour le 09/05 a partir de 13H  $APAF$  /GEM/#LITIGE: AB-Client absent#/Le client m'avait dit que le rendez vous sera fixe pour le mardi 09/05/2023 a 13h/DAE NA/Non   ligible au DAE\"
"299202614","","DMS","/DMS/#PTO_non existante#/Pavillon en facade c cble 1 fo 90 m test ont OK jrtor OK installation des equipements suite a la demande de client /DAE OK/","","\"
"299213482","","DMS","/DMS/#PTO_non existante#/Passage de c cble en appartement pto pose dans le salon /DAE OK/","","\"
"299213495","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Livrer une pto dms delc ok crioc ok mutation ok plp ok /DAE OK/","","\"
"298195295","","DMS","/DMS/#PTO_non existante#/Passage jarretiere au pm  pose 100m c cble 1fo  delc ok/DAE OK/","","\"
"297583983","","DMS","/DMS/#PTO_non existante#/Installation ok Passage de c cble souterrain ok /DAE ERROR/","","\"
"299371916","","ORT","Probleme continuite entre le pm et le pb pas de continuite n decharge GH089KL","","\\$GM$ besoin code de decharge    HA* \$GM$ besoin code de decharge     \\"
"296364585","","ORT","Pb de continuite plusieurs fibre testee code decharge GI094JI","","\$GM$ LO Obtenu clt le 04/05 au  0617778752  repris rdv le 06/05 a partir de 14h $APIL$\$GM$  Obtenu client  au 06a   le 06/05 a   repris RDV le 08/05 de a partir de 10h / $APSP$*\$GM$ Besoin code decharge \\"
"299785409","","DMS","/DMS/#PTO_non existante#/Installation terminee au soutirane 200m de c cble pto dans le salon a la demande de client /DAE OK/","","\"
"297583567","","","","",""
"298250261","","RMF","Obtenu client au 0781359404 le 04/05  client informe que l imoble ete deja fibre  et le client a fait l installation de la box   tout fonctionne$APAN$","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\$GM$ LO Obtenu clt le 03/05 au  0781359404  elle va essayer d'installer sa box et nous recontactera si besoin $APIL$\"
"296142854","","","","",""
"299771891","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Photos ok dans crioc Tout est ok Pto pr sente dans le salon Enqu te satisfaction vu /DAE OK/","","\"
"299202457","","DMS","/DMS/#PTO_non existante#/Installation conforme passage de c cbles en apparent tout est fonctionnel chez le client /DAE OK/","","\"
"297899367","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Pto existante Brassage au niveau du pm Ont ok/DAE OK/","","\"
"299346484","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/EMUT_SFRA_20230427101855_0 Tout est ok Enquete satisfaction vu /DAE OK/","impratif appeler la hotline ","\"
"297137528","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Sav ok /DAE OK/","","\\Suite un appel telephonique avec le client le rdv repris par le technicien pour le 04/5 a8h30  \"
"299147188","","DMS","Installation OK","","\"
"229009144","","DMS","/DMS/#PTO_non existante#/Pose jrt PM branchement PB pose c cble 1fo pose PTO DELC OK. /DAE OK/","","\\ remis rdv avec client pour le vendredi 5/5/23\"
"299550192","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Mise en service ok /DAE OK/","","\"
"297582598","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp ok tout ok /DAE OK/","","\$GM$ client obtenu le 28/04/2023  RDV confirme le 03/04/2023 a partir de 8h ke \"
"296612722","","DMS","/DMS//#PTO_non existante#/Ok//DAE OK/","",""
"299143643","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Pb 11061 tube blanc tiret 1 fibre jaune au 1eme tage FI-9838-0954 Decharge J799598 plp immeubles delc ok branchement de la jarreti re au pm installation conforme appartement cliente 1004 au 1er tage /DAE OK/","","\"
"223443769","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp immeuble. installation conforme. Delc pas ok. Mesure au dtio -28.9 dB   au pb -28  au PMZ -18. Box est synchroniser avec 3 orange fixe.Gaspard pas fonctionnel. Passage de la jarretiere au PMZ./DAE KO/5555","","\"
