"CODE INTERVENTION","No DESIGNATION","No INTERVENTION","COMMENTAIRE DE SIG","CODE RELEVE","COMMENTAIRE","BLOC NOTE","COMMLITIGEPIDI"
"IQPFTH","296940035","22795827","","DMS","/DMS/#PTO_non existante#/Passage c cble en sous terrain pose prise pto brassage pm test ok /DAE OK/","","\"
"IQPFTH","296941845","22795841","","DMS","/DMS/#PTO_non existante#/Pose 80 m de cable + pose pto Delc ok/DAE OK/","","\\$GM$ LO  Laisse MEVO au 0618309270  le  03/05  a 16H36 pour reprendre nouveau RDV / $APAF$ \$GM$ Obtenu Mme Rolland au 0618309270 le 04/05 a 15h57   repris RDV le 11/05 entre 10h   14h / $APTE$\"
"IQPFTH","223370728","22728713","","DMS","/DMS/#PTO_non existante#/Installation complete pavillon en souterrain passage de c cble en fa ade OK Bug crioc photos en pi ces jointes OK /DAE OK/","","\\$GM$ CP Laisse mevo pour reprendre nouveau RDV des TVC fini $APAB$  /GEM/#LITIGE: PP-Percement en domaine privatif#-#LITIGE: CP-Travaux sur conduite privative#-/Le client doit faire passer une gaine du regard vers son domicile et faire un percement au niveau de sa fa  ade  son fourreau etant bouch   en partie privative\$GM$ Obtenu clt le 05/05 au  0641881332 repris rdv le 08/05 a partir de 10h $APIL$\"
"IQPFTH","299003821","22795846","","DMS","/DMS/#PTO_non existante#/Installation complete pavillon Ok/DAE OK/","","\"
"IQPFTH","298937877","22795851","","DMS","/DMS/#PTO_non existante#/Pose pto +tere 100m c cble aerien test client ok installation client ok /DAE OK/","","\"
"IQPFTH","299147184","22795852","","DMS","/DMS/#PTO_non existante#/Passage de c cble en souterrain pto pose dans le salon /DAE OK/","","\"
"IQPFTH","298275966","22795853","","ORT","/ORT//impossible d ouvrir la chambre chambre scellee /DAE NA/Non ligible au DAE decharge FK087JJ dostec en piece joint","","\\$GM$ LO  Laisse MEVO au  0678258594 le  26/04  a 16h52 pour reprendre nouveau RDV / $APAF$ \$GM$ Obtenu M. Di Maggio au 0678258594  le 27/04 a 15h10   repris RDV le 03/05 entre 14h   18h / $APTE$\/ORT/#LITIGE: AI-Installation non accessible#/impossible d'ouvrir la chambre chambre scellee /DAE NA/Non   ligible au DAE decharge FK087JJ\\"
"IQCFTH","299348949","22795857","","DMS","Mutation avec la stgp Pb5294 au 2 eme etg tube vert tiret 1 fibre violet Bloc brassage T2 H11 Bloc operateur T1 F08 FI-6942-4113 Decharge J762073 Decharge pigtail J76211010 Passage de la jarretiere au PMZ","","\"
"IQSFTH","298301714","22795861","","DMS","Pm complete ND j757757 /DMS/#PTO_existante#-#Malfa on PLP non detect e#-/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQSFTH","223309974","22795863","","DMS","/DMS/#PTO_non existante#/PTO pose a la demande de l abonne ok Installation ok passage de cable immeuble ok Ont ok Code de decharge : J741656/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQCFTH","223077591","22795877","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Pb 1272 tube bleue tiret 1 fibre bleue au 2eme tages FI-8918-3831 Decharge J776375 plp immeubles delc ok branchement de la jarreti re au pm installation conforme appartement cliente 202au 2 me tages /DAE OK/","23/04/2023#ContactClient#","\"
"IQSFTH","298252285","22795880","","DMS","Plp complete ND j814187 /DMS/#PTO_existante#-#Malfa on PLP non detect e#-/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\$GM$ LO Rdv repris le 05 mai a 13h\"
"IQSFTH","299191098","22795884","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/PLP confirme Delc ok Aucune malfa on d tecte Decharge j827419 PB 372 tube rouge fibre jaune /DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQPFTH","298072643","22795888","","ORT","Decharge: Fk086MO pas de signal entre PB et PM pose jrt PM branchement PB pose cable 1fo pose PTO. -17 cote opt au PM pas de signal au PB tester toutes les fibres","","\\"
"IQSFTH","297892153","22795894","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Pto existante Brassage au niveau du pm Ont ok alizee.caraes@gmail.com/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQPFTH","299002638","22795897","","DMS","/DMS/#PTO_non existante#/Installation aerien complete complexe ok PTO pos dans le salon a la demande de client /DAE OK/","","\"
"IQLFTH","223309981","22795898","","DMS","/DMS/#PTO_non existante#/Passage de c cble en guenne technique Photo inserer dans crioc /DAE OK/","","\"
"IQPFTH","298194489","22795905","","DMS","/DMS/#PTO_non existante#/DAE OK/ Technicien issam intervention aerienne CLEINT ok ont ok","","\"
"IQCFTH","297678925","22795915","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/PLP OK/DAE OK/","","\"
"IQPFTH","298748401","22795943","","TVC","/TVC/#Le client a des travaux a faire mais ne souhaite pas les realiser#--/Gaine bouchee entre regard et maison ADSL ne bouge pas /DAE NA/Non ligible au DAE","","\\\\"
"IQLFTH","298492330","22795946","","DMS","/DMS/#PTO_non existante#/1 fo blanc 30m Dechets fibre dans gaine technique voir photo /DAE OK/","","\"
"IQCFTH","229005502","22795951","","DMS","/DMS/#PTO_existante#-#Malfa on PLP detect e#-#Cheminement#-/PB 621 tube Rouge fibre jaune Num ro d charge : J791760 Position PM droite Slot 1 K10/DAE OK/","","\\$GM$ LO Obtenu clt le 02/05 au 0652524111   repris rdv le 04/05 a partir de 08h $APIL$\"
"IQPFTH","299003924","22795952","","DMS","/DMS/#PTO_non existante#/Racc aerien ok Pto salon Tout est ok  4 poteaux 150m/DAE OK/","","\"
"IQPFTH","297706735","22795954","","DMS","/DMS/#PTO_non existante#/Installation FTTH pavillon en aerien sur 60 m ok /DAE OK/","","\"
"IQCFTH","298532230","22795966","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Mise en service /DAE OK/","","\"
"IQSFTH","299282653","22795969","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/Mise en service OK Decharge J744979/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQSFTH","299142799","22795983","","DMS","/DMS/#PTO_existante#-#Malfacon PLP detectee#-#Cheminement#-/PTO existante plp Ont ok Code de decharge : J720037/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQSFTH","223447696","22795991","","DMS","/DMS/#PTO_non existante#/PTO pose a la demande de l abonne ok Installation ok passage de cable immeuble ok Ont ok Code de decharge : J837090/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\\Lo\\Obtenu clt au 0771039956   le 02/05 repris rdv le 09/05 a  partir 10h00 $APEP$  /GEM/#LITIGE: AB-Client absent#/Client prevenu du retard ce matin. Appel a 9h57 pour pr  venir de mon arriv  e mais Client n'  tait plus sur place /DAE NA/Non   ligible au DAE\"
"IQCFTH","297811248","22795992","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/Pto existante Brassage au niveau de pm Ont ok/DAE OK/","","\"
"IQCFTH","297450712","22795997","","RMF","Suite a plusieurs relances aucun retour de la part du clt  laisse mevo le 09/05 clt doit recontacter son operateur $APIL$","","\\\"
"IQLFTH","299202895","22795999","","DMS","/DMS/#PTO_non existante#/Facade 40m Delc ok 1 percement /DAE OK/","","\"
"IQCFTH","299558821","22796001","","DMS","/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/Plp immeubles delc ok branchement de la jarretiere au pm installation conforme /DAE OK/","","\"
"IQCFTH","297679510","22796007","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/PLP OK /DAE OK/","","\"
"IQCFTH","298252680","22796027","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Branchement jartiere pm /DAE OK/","","\"
"IQLFTH","299003715","22796029","","DMS","/DMS/#PTO_non existante#/Raccordement ok passage de cable en aerien ok test delc ok beug sur mboi pas acces au arrive sur site/DAE OK/","","\"
"IQPFTH","296058379","22728900","","DMS","/DMS/#PTO_non existante#/Pavillon aerien 160m/DAE OK/","","\\$gm$msg rep client pour fixer rdv//\$gm$obtenu client sur son tel le 05/05 rdv repris le 11/05 matin heure a confimer avec le client//\"
"IQPFTH","299003837","22796034","","DMS","/DMS/#PTO_non existante#/Passage de c cble en souterrain Photo inserer dans crioc /DAE OK/","","\"
"IQLFTH","299003959","22796045","","TVC","/TVC/#Le client a des travaux a faire mais ne souhaite pas les realiser#---/Client annule sa commande /DAE NA/Non eligible au DAE","","\\"
"IQLFTH","299193079","22796046","","DMS","/DMS/#PTO_non existante#/Installation conforme passage de c cbles en apparent tout est fonctionnel chez le client /DAE OK/","","\"
"IQLFTH","299888752","22796048","","DMS","/DMS/#PTO_non existante#/Passage du c cble en immeuble Test Delc ok /DAE OK/","","\$GM$ Obtenu M. Vingtrois au 0666034248 le 04/05 a 14h03   repris RDV le 9/05 entre 10h   14h / $APTE$\"
"IQCFTH","223463105","22728925","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/DAE OK/","","\\$GM$ CP  laisse  mevo  au 06  le  07/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   /GEM/#LITIGE: MC-Non accessibilite en autonomie au PM en immeuble#/Pas acces au local ou se trouve le pm la cliente reprendra rendez-vous une fois qu'elle aura les cl  s /DAE NA/Non   ligible au DAE\$GM$ // Cliente obtenue au  0631621398 le 17/04 a 17:24 pour reprise de rdv pour le 29/04 a partir de 10:00 ^$APJB$\"
"IQPFTH","223513205","22728926","","TVC","Apres plusieurs relances pas de retour client doit recontacter son OPT $APJC$ $GM$ Laisse mevo au 0671979968le 04/4 a pour reprendre nouveau RDV des TVC fini / $APSP$ Le client passer une gene de nouveau garage vers pto","","\\$GM$ Laisse mevo au  0671979968le 04/4  a pour reprendre nouveau RDV des TVC fini / $APSP$ Le client passer une gene de nouveau garage vers pto \\"
"IQPFTH","296875828","22728929","","DMS","/DMS/#PTO_non existante#/Passage de c cble aerosouterrain pose pto coffret Telecom au choix du client brassage pm test ok /DAE OK/","","\\/$GM$ CP  laisse  mevo  au  0789492119 le  25/04 a 18h30 pour reprendre nouveau RDV des TVC fini / $APAF$   GEM/#LITIGE: CP-Travaux sur conduite privative#/Fourreau bouche partie privative le client souhaite r  aliser les travaux il contactera orange a l'issue des travaux pour reprendre rdv/DAE NA/Non   ligible au DAE\$GM$ RV// Obtenu client au 0789492119 le 27/04  a 10:38  RDV repris pour le 05/05 a partir de 14:00  $APHB$\$GM$ Obtenu clt le 28/04 au  0789492119  anticipe rdv au 29/04 a partir de 14h $APIL$\"
"IQLFTH","223077228","22796076","","DMS","Pb 999565 Tube bleu Fibre rouge DECHARGE: A653836/DMS/#PTO_existante#-#Malfacon PLP non detectee#-/Simon ok. Plp ok. Pto tableau elec. Test ok./DAE OK/","","\\ $GM$ LO Un rdv a ete repris par le technicien pour le 29/04  a 15H $APAF$  Rendez-vous repris avec Le client 29/04\"
"IQPFTH","223087804","22796080","","DMS","/DMS/#PTO_non existante#/Racc aerien ok Pto salon Tout est ok 50 m/DAE KO/Aucun voisin ko","","\\$GM$ LO Obtenu clt le 02/05 au 0608700547   repris rdv le 05/05 a partir de 14h $APIL$\"
"IQPFTH","296500361","22728954","","DMS","/DMS/#PTO_non existante#/Maison individuelle c cble aerien 300m 1fo pmz ok /DAE OK/","","\\$GM$ TC a reprendre Laisse MEVO au  27/04  pour reprendre nouveau RDV des TVC fini $APle$  Le client doit passer une gaine car longere renovee  le recontacter mercredi 3 pour faire un point \$gm$obtenu cliente le 02/05 rdv repris le 10/05 10h/12h/ travaux ok\"
"IQCFTH","299783284","22796087","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Plp immeuble. Installation conforme. Delc ok. Passage de la jarretiere au PMZ./DAE OK/","","\"
"IQCFTH","297679575","22796089","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Installation appartement FTTH d ja existante ok/DAE OK/","#ContactClient 0686952939 #ContactClient 0686952939#ContactClient 0686952939 ","\\$GM$ LO a reprendre Obtenu clt le 28/04  a   CLIENT VEUT ETRE RAPPELER\$GM$ Obtenu clt le 03/05 au 0686952939 repris rdv le 09/05 a partir de 15h $APIL$\$GM$ Obtenu clt le 05/05 au  0608905855 repris rdv le 08/05 a partir de 14h $APIL$\"
"IQCFTH","298936924","22796106","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/PLP D TECTE /DAE OK/","","\"
"IQPFTH","299089112","22259117","","","","",""
"IQPFTH","223447331","22729051","","DMS","/DMS/#PTO_non existante#/Raccordement soutirain ok prise pose dans le sejour Pm ok Pbo ok Ro ok/DAE OK/","","\"
"IQPFTH","296553108","22729067","","DMS","/DMS/#PTO_non existante#/Pavillon aero pose pto ont test OK installation conforme /DAE OK/","","\\$GM$  Obtenu client  au  0686975348a   le 18/04 a   repris RDV le 11/05 de a partir de 11h / $APSP$* Travaux charge du client il doit elaguer des arbres (partie prive ) parce que ca  est impossible de faire le passage de cables sont elagage il va rappeler pour avoir un autre rendez-vous \"
"IQPFTH","223447341","22729069","","ANN","/ANN-CLI//ANN//Client annule sa commande /DAE NA/Non eligible au DAE la cliente souhaite ADSL","","\\"
"IQPFTH","223447344","22729086","","DMS","/DMS/#PTO_non existante#/Passage du c cble en souterrain puis Passage du c cble dans le salon a la demande du client /DAE OK/","","\\$GM$ Laisse MEVO au  0781327418.. le 25/04 a   pour reprendre nouveau RDV / $APSP$\$GM$ / Cliente obtenue au 0679962099 le 27/04 a 16:52 pour reprise de rdv pour le 03/05 A PARTIR DE 10:00 $APJB$\"
"IQPFTH","223447345","22729121","","DMS","/DMS/#PTO_non existante#/Racc sout ok Pbo ok Pm ok ro ok Pto dans le garrage conforme a la demande du client /DAE OK/","","\"
"IQPFTH","298201534","22729137","","DMS","/DMS/#PTO_non existante#/Poser cable aerien Delc ok/DAE OK/","","\\$GM$ Le tech a repris rdv avec le client pour le 04/05 a partir de 08H $APAF$  Repris rdv pour jeudi a 8h \"
"IQPFTH","223447346","22729174","","DMS","/DMS/#PTO_non existante#/Racc soutirain ok prise pose dans le bereu Pm ok Pbo ok Ro ok/DAE OK/","","\"
"IQCFTH","297136347","22796311","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/PLP ok/DAE OK/","","\"
"IQCFTH","299282657","22796328","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Raccordement plp a jour hotline orange OK test DelC ok installation produit par Sfr plp ok /DAE OK/","","\"
"IQPFTH","298096230","22796337","","DMS","/DMS/#PTO_non existante#/Tout fonctionne bien chez le client /DAE OK/","","\\$GM$ INTERVENTION EN COURS\$GM$ INTERVENTION EN COURS \"
"IQSFTH","298902182","22796342","","","","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.",""
"IQSFTH","299771536","22796343","","DMS","/DMS/#PTO_non existante#/Installation complete Immeuble ok/DAE OK/","PLP non detecte en commande mais suspecte -Si presence PTO  utiliser eMutation pour muter -Si pas de PTO  utiliser eMutation pour creer PTO puis muterSi pas possible appeler Appui a chaud 5.2.1 ou 5.2.1 -Precisez lors de la cloture si PTO a ete trouvee.","\"
"IQPFTH","298201537","22729221","","","","",""
"IQPFTH","299202607","22796366","","DMS","/DMS/#PTO_non existante#/Ont ok pto ok test ok 60m fa ade /DAE OK/","","\"
"IQPFTH","296941780","22796371","","DMS","/DMS/#PTO_non existante#/DAE OK/","","\"
"IQPFTH","297403649","22796404","","DMS","/DMS/#PTO_non existante#/Installation FTTH pavillon en aerien sur 60 m PB 350 tube vert fibre jaune FI-1993-7623 Num ro d  change J757101 Mutation c t op rateur N01 Num ro d  change J758462/DAE OK/","","\"
"IQPFTH","296146378","22796421","","DMS","/DMS/#PTO_non existante#/Pavillon aerien 140m/DAE OK/","","\\$gm$laisse mevo pour fixer rdv//\$gm$obtenu cliente sur son tel le 04/05 rdv repris le 11/05 13h/ pas dispo avant//\"
"IQPFTH","296147104","22796453","","DMS","/DMS/#PTO_non existante#/Pavillon aerien 150m /DAE OK/","","\"
"IQPFTH","297266747","22796463","","DMS","Installation airien pto pose dans Salon tout fonctionne chez le client","","\\$GM$ Le tech a repris rdv avec le client pour le 09/05 a partir de 13H  $APAF$  /GEM/#LITIGE: AB-Client absent#/Le client m'avait dit que le rendez vous sera fixe pour le mardi 09/05/2023 a 13h/DAE NA/Non   ligible au DAE\"
"IQLFTH","299202614","22796478","","DMS","/DMS/#PTO_non existante#/Pavillon en facade c cble 1 fo 90 m test ont OK jrtor OK installation des equipements suite a la demande de client /DAE OK/","","\"
"IQLFTH","299213482","22796492","","DMS","/DMS/#PTO_non existante#/Passage de c cble en appartement pto pose dans le salon /DAE OK/","","\"
"IQCFTH","299213495","22796500","","DMS","/DMS/#PTO_existante#-#Malfa on PLP non detect e#-/Livrer une pto dms delc ok crioc ok mutation ok plp ok /DAE OK/","","\"
